CFltFix,cloc,CPathDepth,CCurSt,experience,EFltDens,TChurn,TPC,NumOfBursts,SLBurst,CFltRate,EEvPattern,EConChg,EIncChg,EConStChg,EIncStChg,EFltsConStChg,EFltIncStChg,EChgTimeInt,buggy,gen
False,16,10,I,1553,0.0,2,6,0,0,0.0,INC,0,6,0,6,0,0,51.4,False,"I,A,b6a4f5d,23-I,AB,99d6a97,114-I,B,f89dfb0,2-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,78,0.0,23,1,0,0,0.0,INC,0,1,0,1,0,0,2.9,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,B,f89dfb0,1-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,79,0.0,112,2,0,0,0.0,INC,0,2,0,2,0,0,2.3,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,B,f89dfb0,1-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,92,0.0,1,3,0,0,0.0,INC,0,3,0,3,0,0,9.0,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,B,f89dfb0,1-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,103,0.0,19,4,0,0,0.0,INC,0,4,0,4,0,0,13.2,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,B,f89dfb0,1-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,6,0.0,2,5,0,0,0.0,INC,0,5,0,5,0,0,1502.5,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,B,f89dfb0,1-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,1553,0.0,2,6,0,0,0.0,INC,0,6,0,6,0,0,51.4,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,B,f89dfb0,1-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,78,0.0,23,1,0,0,0.0,INC,0,1,0,1,0,0,2.9,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,79,0.0,112,2,0,0,0.0,INC,0,2,0,2,0,0,2.3,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,103,0.0,19,3,0,0,0.0,INC,0,3,0,3,0,0,22.2,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
False,14,10,I,6,0.0,2,4,0,0,0.0,INC,0,4,0,4,0,0,1502.5,False,"I,A,b6a4f5d,23-I,A,99d6a97,112-I,A,c372f69,19-I,A,ffc3b2d,2-I,A,3cad3c0,2"
