clone_pair,start_commit,end_commit,genealogy
src/main/java/com/tightdb/example/SmallExample.java^19^26+tightdb-example/src/main/java/com/tightdb/example/Example.java^59^66,a228c55,0ddcc16,"I,A,fba4bd6,1-I,B,ccc0abf,1-I,B,dca71d9,1"
doc/tutorial.java^126^156+tightdb-example/src/main/java/com/tightdb/example/Example.java^135^165,a228c55,1debfa0,"C,B,ccc0abf,1-I,A,585dbfb,22-I,A,fc8f2c9,75"
src/main/java/com/tightdb/example/Example.java^135^165+tightdb-example/src/main/java/com/tightdb/example/Example.java^135^165,a228c55,0ddcc16,"I,A,66e7d0b,15-C,B,ccc0abf,1"
src/main/java/com/tightdb/generated/TestTable.java^16^19+src/main/java/com/tightdb/generated/TestView.java^14^17,66e7d0b,f9295cb,"C,AB,11b1d9e,6"
src/main/java/com/tightdb/example/Example.java^116^121+tightdb-example/src/main/java/com/tightdb/example/Example.java^120^125,66e7d0b,0ddcc16,"I,A,e4cbe94,1-I,B,2145990,4"
src/main/java/com/tightdb/example/Example.java^59^66+src/main/java/com/tightdb/example/NestedTablesExample.java^12^17,fba4bd6,0ddcc16,"I,A,7570cf1,1-I,A,e4cbe94,1"
doc/tutorial.java^116^122+src/main/java/com/tightdb/example/Example.java^120^125,fba4bd6,ee7b855,"I,A,585dbfb,5-I,A,fc8f2c9,3"
doc/tutorial.java^126^156+src/main/java/com/tightdb/example/Example.java^135^165,fba4bd6,1debfa0,"I,B,1f4c885,18-I,A,585dbfb,22-I,A,fc8f2c9,75"
src/main/java/com/tightdb/example/Example.java^61^124+tightdb-example/src/main/java/com/tightdb/example/Example.java^60^124,1f4c885,0ddcc16,"I,B,ccc0abf,1-I,B,dca71d9,7-I,A,7570cf1,1-I,A,e4cbe94,10-I,AB,2145990,11-I,A,8cdaf80,2-I,B,0b086ea,2"
src/main/java/com/tightdb/example/Example.java^146^199+tightdb-example/src/main/java/com/tightdb/example/Example.java^145^190,1f4c885,0ddcc16,"I,B,ccc0abf,1-I,A,7570cf1,1-I,A,e4cbe94,4-I,AB,2145990,6"
src/main/java/com/tightdb/example/Example.java^59^67+src/test/java/com/tightdb/lib/GroupTest.java^19^26,1f4c885,0ddcc16,"C,B,07bcc3e,1-I,B,ae82eb8,4"
src/main/java/com/tightdb/example/TutorialExample.java^24^139+tightdb-example/src/main/java/com/tightdb/example/TutorialExample.java^27^142,7d88e2c,9c0646b,"C,B,dca71d9,2-I,B,643bc08,112-C,AB,e4cbe94,116-I,B,c6eaf27,1"
src/main/java/com/tightdb/example/Example.java^61^69+src/main/java/com/tightdb/example/SmallExample.java^20^28,2afa2d7,0ddcc16,"C,A,7570cf1,1"
src/test/java/com/tightdb/lib/AbstractViewTest.java^20^28+src/test/java/com/tightdb/lib/ViewDataOperationsTest.java^16^24,ea07acb,0979af4,"I,B,212f5f3,8-I,A,88e6a04,3-I,A,14e8565,3-I,A,cd8ed6c,3"
src/test/java/com/tightdb/lib/TableDataOperationsTest.java^15^21+src/test/java/com/tightdb/lib/ViewDataOperationsTest.java^15^21,ea07acb,0ddcc16,"I,AB,212f5f3,10-I,AB,ae82eb8,2"
src/test/java/com/tightdb/lib/AbstractViewTest.java^21^29+src/test/java/com/tightdb/lib/ViewDataOperationsTest.java^24^32,212f5f3,0979af4,"I,A,88e6a04,3-I,A,14e8565,3-I,A,cd8ed6c,3"
src/main/java/com/tightdb/example/Example.java^61^89+tightdb-example/src/main/java/com/tightdb/example/Example.java^60^88,2926c57,0ddcc16,"I,B,ccc0abf,1-I,B,dca71d9,2-I,A,7570cf1,1-I,A,e4cbe94,2-C,B,2145990,2"
src/main/java/com/tightdb/example/Example.java^142^195+tightdb-example/src/main/java/com/tightdb/example/Example.java^145^190,a12ae21,0ddcc16,"I,B,ccc0abf,1-I,A,7570cf1,1-I,A,e4cbe94,4-I,AB,2145990,6"
doc/tutorial.java^116^122+src/main/java/com/tightdb/example/Example.java^117^122,a12ae21,ee7b855,"I,B,e4cbe94,3-I,A,585dbfb,5-I,A,fc8f2c9,3"
src/main/java/com/tightdb/example/Example.java^117^122+tightdb-example/src/main/java/com/tightdb/example/Example.java^120^125,a12ae21,0ddcc16,"I,A,e4cbe94,3-I,B,2145990,4"
src/main/java/com/tightdb/example/Example.java^60^123+tightdb-example/src/main/java/com/tightdb/example/Example.java^60^124,cc01bbe,0ddcc16,"I,B,ccc0abf,1-I,B,dca71d9,7-I,A,7570cf1,1-I,A,e4cbe94,10-I,AB,2145990,11-I,A,8cdaf80,2-I,B,0b086ea,2"
src/main/java/com/tightdb/example/Example.java^145^198+tightdb-example/src/main/java/com/tightdb/example/Example.java^145^190,cc01bbe,0ddcc16,"I,B,ccc0abf,1-I,A,7570cf1,1-I,A,e4cbe94,4-I,AB,2145990,6"
src/main/java/com/tightdb/example/Performance.java^152^180+src/main/java/com/tightdb/example/Performance.java^288^320,cc01bbe,11b1d9e,"I,A,e4cbe94,2-I,A,8fa5377,1"
src/main/java/com/tightdb/example/Example.java^60^68+src/main/java/com/tightdb/example/SmallExample.java^13^21,cc01bbe,0ddcc16,"I,A,7570cf1,1-I,A,e4cbe94,1"
src/main/java/com/tightdb/example/Example.java^58^66+src/test/java/com/tightdb/lib/GroupTest.java^18^25,cc01bbe,0ddcc16,"I,A,7570cf1,1-I,A,e4cbe94,1-I,B,07bcc3e,1-I,B,ae82eb8,4"
src/main/java/com/tightdb/example/SmallExample.java^19^26+tightdb-example/src/main/java/com/tightdb/example/Example.java^55^62,ccc0abf,0ddcc16,"I,B,dca71d9,1-I,A,fd1f752,1"
src/main/java/com/tightdb/example/Example.java^57^65+src/main/java/com/tightdb/example/SmallExample.java^20^28,ccc0abf,0ddcc16,"I,A,7570cf1,1-I,A,e4cbe94,1-I,B,fd1f752,1"
src/main/java/com/tightdb/example/Example.java^57^65+tightdb-example/src/main/java/com/tightdb/example/Example.java^56^64,ccc0abf,0ddcc16,"I,B,dca71d9,1-I,A,7570cf1,1-I,A,e4cbe94,1-I,B,2145990,1"
src/main/java/com/tightdb/example/SmallExample.java^20^28+tightdb-example/src/main/java/com/tightdb/example/Example.java^56^64,ccc0abf,0ddcc16,"I,B,dca71d9,1-I,B,2145990,1-I,A,fd1f752,1"
src/main/java/com/tightdb/example/Example.java^57^120+tightdb-example/src/main/java/com/tightdb/example/Example.java^56^120,ccc0abf,0ddcc16,"I,B,dca71d9,7-I,A,7570cf1,1-I,A,e4cbe94,10-I,AB,2145990,11-I,A,8cdaf80,2-I,B,0b086ea,2"
src/main/java/com/tightdb/example/Performance.java^128^145+src/main/java/com/tightdb/example/Performance.java^263^280,ccc0abf,11b1d9e,"I,A,dca71d9,3"
src/main/java/com/tightdb/example/Performance.java^128^145+tightdb-example/src/main/java/com/tightdb/example/Performance.java^127^144,ccc0abf,e4cbe94,"I,A,dca71d9,3"
src/main/java/com/tightdb/example/Performance.java^128^145+tightdb-example/src/main/java/com/tightdb/example/Performance.java^262^279,ccc0abf,e4cbe94,"I,A,dca71d9,3"
src/main/java/com/tightdb/example/Performance.java^163^191+src/main/java/com/tightdb/example/Performance.java^299^331,ccc0abf,11b1d9e,"I,A,e4cbe94,2"
src/main/java/com/tightdb/generated/Employee.java^12^21+tightdb-example/src/main/java/com/tightdb/generated/Employee.java^12^21,ccc0abf,e31ae0f,"C,B,f9295cb,10"
src/main/java/com/tightdb/example/Example.java^117^122+tightdb-example/src/main/java/com/tightdb/example/Example.java^116^121,ccc0abf,0ddcc16,"I,A,e4cbe94,2-I,B,2145990,4"
src/main/java/com/tightdb/example/SmallExample.java^19^28+tightdb-example/src/main/java/com/tightdb/example/Example.java^55^64,ccc0abf,0ddcc16,"I,B,dca71d9,1-I,B,2145990,1-I,A,fd1f752,1"
